siteID_,areaCoverage_
TRR1,91.9234
IHR8,84.7269
M2L4,78.0761
IM6,72.9191
ASK6,67.2984
SCS2,62.224
STB18,57.8931
HAM102,53.9593
FGP3,50.3792
SWC17,46.3803
BCB21,42.8111
MUG1,39.4827
16_ANT_107_N1,36.4424
13_VFC_4_N2,33.8279
TSG25,31.2411
WKY3,28.7797
16_VAL_14_N1,26.461
16_FPA_22_N1,24.349
16_CTA_27_N1,21.8139
OPB6,19.9106
ORO55,18.0109
MED3,16.2676
NKL15,14.7465
16_DCR_10_N1,13.0741
RFA12,11.6737
16_ICY_901_N1,10.3601
WMO2,8.1692
