siteID_,areaCoverage_
KLM25,93.0405
MIY2,86.7543
MED1,81.7466
M2L4,75.9938
EAF2,71.5776
FEV11,66.961
FRC1,63.0691
STB18,59.304
HOC17,55.5489
GEI12,52.0142
SWC24,48.7192
CAN68,45.4864
16_ALP_117_N1,42.5986
ASK6,38.5865
TSG21,36.1601
13_VFC_1_N1,33.8506
LCC3,31.5601
SGR5,29.4443
16_CTA_26_N1,27.0124
CDR2,24.9367
16_FPA_44_N1,22.9336
16_VPT_3_N1,20.9328
ORO24,19.0676
OZF10,17.3598
16_DCR_9_N1,15.7687
16_ICY_904_N1,14.5552
FHS1,13.3705
AWP26,12.0598
OSW25,10.5678
BSR132,9.5393
