siteID_,areaCoverage_
KLM23,92.2971
WKY1,85.2406
IHR20,78.8343
ASK4,73.9759
SCS1,69.1245
IM10,64.2169
LMC22,59.4802
LOR17,55.5377
FRC3,51.519
SWC17,47.5767
HOC17,43.721
CDR5,40.4475
ORO24,37.478
16_SZA_88_N1,34.5235
16_CTA_26_N1,31.9544
TSG21,29.4448
13_VFC_2_N1,26.9563
16_VPT_4_N1,24.8579
16_FPA_44_N1,22.7831
GEI12,20.6928
WPV2,18.8504
SGR2,16.9226
KAP1,15.2454
OSW13,13.666
NKL2,12.2492
16_ICY_904_N1,10.9756
LCC1,9.4515
