siteID_,areaCoverage_
IHR20,93.8628
KLM25,87.4742
LMC17,82.4586
ASK6,78
WKY2,73.0038
TBR2,68.7063
SCS1,64.4405
FRC3,60.6622
HAM102,57.1671
CDR5,53.9962
SWC17,50.4355
CAN68,47.4119
GEI11,44.4138
16_MFM_107_N1,41.5543
LCC2,38.9518
LOR29,36.22
MED1,33.5752
TSG25,31.1994
13_VFC_4_N2,29.0199
WPV2,26.7621
16_CTA_26_N1,24.4921
16_VAL_14_N1,22.5784
ORO55,20.8506
RFA12,19.1992
16_FPA_22_N1,17.2552
NFE1,15.768
SGR2,13.7323
16_PTR_6_N1,12.5503
16_OSO_2_N1,11.565
STB7,10.5874
SKZ27,9.745
