siteID_,areaCoverage_
WKY3,92.3813
TRR1,84.549
ASK6,78.9658
MIF1,73.572
IM10,68.4684
SCS1,63.4406
STB18,59.1584
FRC2,55.0582
HAM19,51.1538
BCB30,47.6182
SWC17,43.611
16_ANT_106_N1,40.5929
SWB38,37.719
CLC2,34.9556
16_CTA_26_N1,32.3415
13_VFC_4_N2,29.7525
TSG24,27.183
16_VAT_3_N1,24.9898
FHS1,22.3753
GEI11,20.3941
SGR5,18.4378
16_FPA_22_N1,16.3333
ORO24,14.3096
TAR3,12.8849
OSW13,11.2201
16_PTR_5_N1,9.9327
