siteID_,areaCoverage_
M2L4,92.3124
MIF1,85.5123
ASK4,79.1748
TRR3,73.4564
FEV11,68.3109
SCS1,63.3736
LOR17,59.368
HOC26,55.4918
WMO2,52.0819
LMC17,48.8274
ORO55,45.7563
SWC17,41.995
CDR2,38.7646
16_MFM_200_N1,35.8026
16_CTA_28_N1,33.2065
13_VFC_4_N2,30.6683
FHS3,27.9659
PCL3,25.549
16_VAL_14_N1,23.3603
KIC1,21.138
GEI11,18.9951
LCC2,17.1013
16_DCR_10_N1,15.4199
16_AKC_41_N1,13.6626
OSW25,12.0825
NKL2,10.6305
16_AMS_10_N1_B,9.3041
