siteID_,areaCoverage_
TRR3,91.7167
WKY2,83.9614
IHR20,77.5529
KAP1,72.3424
IM10,67.0799
LMC12,62.4352
ASK5,56.7404
CLC3,52.5706
FRC1,48.3987
SWC24,44.437
HOC25,40.4975
LOR29,36.4112
16_ANT_107_N1,33.3218
16_CTA_28_N1,30.679
ORO20,27.3859
SKZ27,24.8368
PCL3,22.4274
16_VAL_15_N1,20.1717
16_AKC_14_N1,18.3444
SGR5,16.4793
OPB3,14.7207
NKL15,13.1555
16_AMS_10_N1_B,11.7541
LCC2,10.7051
16_DCR_10_N1,9.049
