sampleID,decimalLatitude,decimalLongitude
QUAC_W_SH_Q1850,34.386268,-94.059931
QUAC_W_SH_Q1854,34.386268,-94.059931
QUAC_W_SH_Q1856,34.386268,-94.059931
QUAC_W_SH_Q1862,34.386268,-94.059931
QUAC_W_SH_Q1865,34.386268,-94.059931
QUAC_W_SH_Q1866,34.386268,-94.059931
QUAC_W_SH_Q1868,34.386268,-94.059931
QUAC_W_SH_Q1869,34.386268,-94.059931
QUAC_W_SH_Q1870,34.386268,-94.059931
QUAC_W_SH_Q1871,34.386268,-94.059931
QUAC_W_SH_Q1872,34.386268,-94.059931
QUAC_W_SH_Q1873,34.386268,-94.059931
QUAC_W_SH_Q1874,34.386268,-94.059931
QUAC_W_SH_Q1875,34.386268,-94.059931
QUAC_W_SH_Q1876,34.386268,-94.059931
QUAC_W_SH_Q1877,34.386268,-94.059931
QUAC_W_SH_Q1878,34.386268,-94.059931
QUAC_W_SH_Q1879,34.386268,-94.059931
QUAC_W_SH_Q1880,34.386268,-94.059931
QUAC_W_SH_Q1881,34.386268,-94.059931
QUAC_W_SH_Q1882,34.386268,-94.059931
QUAC_W_SH_Q1885,34.386268,-94.059931
QUAC_W_SH_Q1886,34.386268,-94.059931
QUAC_W_SH_Q2001,34.386268,-94.059931
QUAC_W_SH_Q2002,34.386268,-94.059931
QUAC_W_SH_Q2003,35.171192,-93.652557
QUAC_W_SH_Q2006,35.171192,-93.652557
QUAC_W_SH_Q2007,35.171192,-93.652557
QUAC_W_SH_Q2008,35.171192,-93.652557
QUAC_W_SH_Q2050,35.171192,-93.652557
QUAC_W_SH_Q2051,35.171192,-93.652557
QUAC_W_SH_Q2055,35.171192,-93.652557
QUAC_W_SH_Q2056,35.171192,-93.652557
QUAC_W_SH_Q2057,35.171192,-93.652557
QUAC_W_SH_Q2058,35.171192,-93.652557
QUAC_W_SH_Q2059,35.171192,-93.652557
QUAC_W_SH_Q2060,35.171192,-93.652557
QUAC_W_SH_Q2061,35.171192,-93.652557
QUAC_W_SH_Q2062,35.171192,-93.652557
QUAC_W_SH_Q2063,35.171192,-93.652557
QUAC_W_SH_Q2064,35.171192,-93.652557
QUAC_W_SH_Q2066,35.171192,-93.652557
QUAC_W_SH_Q2068,35.171192,-93.652557
QUAC_W_SH_Q2070,35.171192,-93.652557
QUAC_W_SH_Q2071,35.171192,-93.652557
QUAC_W_SH_Q2073,35.171192,-93.652557
QUAC_W_SH_Q2074,35.171192,-93.652557
QUAC_W_SH_Q2076,35.171192,-93.652557
QUAC_W_SH_Q2078,34.361186,-93.871354
QUAC_W_SH_Q2080,34.361186,-93.871354
QUAC_W_SH_Q2082,34.361186,-93.871354
QUAC_W_SH_Q2084,34.361186,-93.871354
QUAC_W_SH_Q2086,34.361186,-93.871354
QUAC_W_SH_Q2088,34.361186,-93.871354
QUAC_W_SH_Q2090,34.361186,-93.871354
QUAC_W_SH_Q2091,34.361186,-93.871354
QUAC_W_SH_Q2092,34.361186,-93.871354
QUAC_W_SH_Q2093,34.361186,-93.871354
QUAC_W_SH_Q2094,34.361186,-93.871354
QUAC_W_SH_Q2096,34.361186,-93.871354
QUAC_W_SH_Q2100,34.361186,-93.871354
QUAC_W_SH_Q2101,34.361186,-93.871354
QUAC_W_SH_Q2105,34.361186,-93.871354
QUAC_W_SH_Q2108,34.361186,-93.871354
QUAC_W_SH_Q2111,34.361186,-93.871354
QUAC_W_SH_Q2113,35.073043,-94.37327
QUAC_W_SH_Q2114,35.073043,-94.37327
QUAC_W_SH_Q2115,35.073043,-94.37327
QUAC_W_SH_Q2117,35.073043,-94.37327
QUAC_W_SH_Q2118,35.073043,-94.37327
QUAC_W_SH_Q2119,35.073043,-94.37327
QUAC_W_SH_Q2120,35.073043,-94.37327
QUAC_W_SH_Q2121,35.073043,-94.37327
QUAC_W_SH_Q2122,35.073043,-94.37327
QUAC_W_SH_Q2123,35.073043,-94.37327
QUAC_W_SH_Q2124,35.073043,-94.37327
QUAC_W_SH_Q2125,35.073043,-94.37327
QUAC_W_SH_Q2126,35.073043,-94.37327
QUAC_W_SH_Q2127,35.073043,-94.37327
QUAC_W_SH_Q2135,35.073043,-94.37327
QUAC_W_SH_Q2136,35.073043,-94.37327
QUAC_W_SH_Q2142,35.073043,-94.37327
QUAC_W_SH_Q2147,35.073043,-94.37327
QUAC_W_SH_Q2151,35.073043,-94.37327
QUAC_W_SH_Q2152,35.073043,-94.37327
QUAC_W_SH_Q2153,35.073043,-94.37327
QUAC_W_SH_Q2155,35.073043,-94.37327
QUAC_W_SH_Q2157,35.073043,-94.37327
QUAC_W_SH_Q2158,35.073043,-94.37327
QUAC_W_SH_Q2161,35.073043,-94.37327
QUAC_W_SH_Q2163,35.073043,-94.37327
