id,area,area_removed
102_4,38.42339922036106,18247062161.84418
032_2,16.973005257842964,6356444579.9568825
083_3,10.922827952646157,1792935547.7341287
054_2,5.895795581583807,1489672036.759023
050_6,2.5851848345770367,981040161.578166
112_5,0,766074263.15306
095_4,NA,NA
105_1,NA,NA
021_4,NA,NA
102_12,NA,NA
099_5,NA,NA
087_5,NA,NA
040_3,NA,NA
103_3,NA,NA
035_8,NA,NA
038_15,NA,NA
078_1,NA,NA
079_4,NA,NA
104_5,NA,NA
101_2,NA,NA
031_2,NA,NA
023_5,NA,NA
026_6,NA,NA
037_11,NA,NA
096_4,NA,NA
106_4,NA,NA
096_1,NA,NA
112_1,NA,NA
105_2,NA,NA
103_2,NA,NA
038_1,NA,NA
087_1,NA,NA
034_3,NA,NA
079_5,NA,NA
087_2,NA,NA
110_2,NA,NA
048_2,NA,NA
102_9,NA,NA
108_7,NA,NA
044_9,NA,NA
048_3,NA,NA
111_5,NA,NA
112_2,NA,NA
113_2,NA,NA
110_4,NA,NA
023_11,NA,NA
115_1,NA,NA
048_1,NA,NA
096_3,NA,NA
107_5,NA,NA
113_10,NA,NA
099_1,NA,NA
027_3,NA,NA
026_11,NA,NA
023_6,NA,NA
030_5,NA,NA
098_5,NA,NA
109_4,NA,NA
023_8,NA,NA
027_5,NA,NA
046_1,NA,NA
044_8,NA,NA
081_1,NA,NA
109_2,NA,NA
034_4,NA,NA
035_3,NA,NA
109_3,NA,NA
028_10,NA,NA
044_2,NA,NA
098_3,NA,NA
035_2,NA,NA
023_12,NA,NA
028_11,NA,NA
114_5,NA,NA
045_2,NA,NA
080_2,NA,NA
046_5,NA,NA
101_3,NA,NA
108_3,NA,NA
040_1,NA,NA
095_3,NA,NA
023_10,NA,NA
046_3,NA,NA
107_1,NA,NA
046_4,NA,NA
030_2,NA,NA
083_2,NA,NA
078_2,NA,NA
094_5,NA,NA
026_10,NA,NA
108_8,NA,NA
037_9,NA,NA
049_2,NA,NA
050_11,NA,NA
054_1,NA,NA
096_5,NA,NA
028_6,NA,NA
058_4,NA,NA
105_4,NA,NA
027_4,NA,NA
014_1,NA,NA
112_4,NA,NA
026_8,NA,NA
026_13,NA,NA
102_10,NA,NA
103_4,NA,NA
095_1,NA,NA
106_1,NA,NA
112_3,NA,NA
104_4,NA,NA
115_3,NA,NA
079_2,NA,NA
095_2,NA,NA
114_1,NA,NA
099_4,NA,NA
102_8,NA,NA
094_2,NA,NA
038_10,NA,NA
042_1,NA,NA
087_3,NA,NA
046_2,NA,NA
104_2,NA,NA
115_5,NA,NA
114_3,NA,NA
030_3,NA,NA
028_4,NA,NA
037_6,NA,NA
107_4,NA,NA
106_3,NA,NA
026_9,NA,NA
038_16,NA,NA
038_13,NA,NA
113_4,NA,NA
096_2,NA,NA
037_8,NA,NA
110_5,NA,NA
029_4,NA,NA
079_1,NA,NA
040_2,NA,NA
038_11,NA,NA
108_10,NA,NA
103_1,NA,NA
050_4,NA,NA
108_2,NA,NA
071_1,NA,NA
113_3,NA,NA
028_8,NA,NA
038_14,NA,NA
107_2,NA,NA
113_1,NA,NA
029_5,NA,NA
102_11,NA,NA
038_9,NA,NA
108_4,NA,NA
035_4,NA,NA
054_3,NA,NA
026_14,NA,NA
023_13,NA,NA
115_2,NA,NA
079_3,NA,NA
026_7,NA,NA
081_3,NA,NA
098_4,NA,NA
034_2,NA,NA
030_4,NA,NA
087_6,NA,NA
014_2,NA,NA
030_1,NA,NA
109_1,NA,NA
094_1,NA,NA
027_2,NA,NA
037_10,NA,NA
050_10,NA,NA
044_6,NA,NA
083_1,NA,NA
029_3,NA,NA
106_5,NA,NA
038_12,NA,NA
039_1,NA,NA
027_1,NA,NA
113_6,NA,NA
114_2,NA,NA
045_3,NA,NA
028_5,NA,NA
108_9,NA,NA
021_3,NA,NA
021_5,NA,NA
113_9,NA,NA
058_2,NA,NA
114_4,NA,NA
014_3,NA,NA
045_1,NA,NA
045_4,NA,NA
113_8,NA,NA
115_4,NA,NA
110_3,NA,NA
050_8,NA,NA
080_3,NA,NA
026_1,NA,NA
078_4,NA,NA
094_3,NA,NA
102_3,NA,NA
035_6,NA,NA
108_6,NA,NA
108_5,NA,NA
094_4,NA,NA
023_1,NA,NA
105_5,NA,NA
042_6,NA,NA
037_7,NA,NA
039_3,NA,NA
106_2,NA,NA
058_3,NA,NA
034_1,NA,NA
080_1,NA,NA
045_5,NA,NA
098_1,NA,NA
028_7,NA,NA
018_1,NA,NA
035_9,NA,NA
