siteID_trueRandom1,areaCoverage_trueRandom1,siteID_trueRandom2,areaCoverage_trueRandom2,siteID_trueRandom3,areaCoverage_trueRandom3,siteID_trueRandom4,areaCoverage_trueRandom4,siteID_trueRandom5,areaCoverage_trueRandom5
TV1405,4.7765,TV2021,4.6872,MB0017,0.1564,TV0899,4.7765,TV1513,4.7765
