siteID_MAX1,areaCoverage_MAX1,siteID_Random2,areaCoverage_Radom2,siteID_Random3,areaCoverage_Radom3,siteID_Random4,areaCoverage_Radom4,siteID_Random5,areaCoverage_Radom5,siteID_Random6,areaCoverage_Radom6
MAD4,0.0313,OAKB,0.0313,MAD4,0.0313,ONEC,0.0313,MAD1,0.0313,OAKG,99.9993
