id,area
CD162,99.32432432432432
MAD29,98.64864864864865
BLU3,97.97297297297297
CRE4,97.2972972972973
CR97,96.3963963963964
MF36,95.72072072072072
CR64,95.27027027027027
LYN2,94.5945945945946
MAD30,93.91891891891892
MER7,93.01801801801803
MAD46,92.34234234234235
ROV5,91.66666666666666
JAS2,90.990990990991
DIA5,90.31531531531532
MTR6,89.63963963963964
MAD15,88.96396396396396
MAD23,88.28828828828829
MCL2,87.61261261261262
CD166,87.38738738738738
HAMm12,86.71171171171171
DAN2,86.03603603603604
MER5,86.03603603603604
SMAR4,85.36036036036036
CR125,84.68468468468468
CR156,84.009009009009
MTR3,83.55855855855856
PAY4,82.88288288288288
MER2,82.2072072072072
CR91,82.2072072072072
MARG,81.53153153153153
CR66,81.30630630630631
RDD5,80.63063063063063
KIN1,79.95495495495496
MF35,79.95495495495496
DRY3,79.27927927927928
MC12,78.6036036036036
HAM5,78.15315315315316
MAD38,77.47747747747748
PSK2,76.8018018018018
CR128,76.8018018018018
COT5,76.12612612612612
MRD3,75.22522522522522
MARB,74.77477477477478
MF31,74.77477477477478
MAD7,74.09909909909909
ALH6,73.1981981981982
SUG7,72.97297297297297
HH4,72.2972972972973
TAC6,71.62162162162163
FOL1,70.94594594594594
HAM13,70.94594594594594
NAP4,70.27027027027027
MAD40,69.81981981981981
MAD39,69.5945945945946
MOH6,68.91891891891892
CR153,68.91891891891892
MOD5,68.24324324324324
MAD26,67.7927927927928
MAD28,67.7927927927928
ORO2,67.11711711711712
RDD3,66.44144144144144
CR172,65.76576576576578
HAM16,65.09009009009009
CRE8,64.86486486486487
TAC8,64.63963963963964
MOH2,63.96396396396396
CHE102x,63.06306306306306
BEL6,62.387387387387385
NIC6,61.711711711711715
BS4,61.03603603603604
PAY8,60.810810810810814
PEN10,60.13513513513513
OJAI3,59.45945945945946
CRP2,58.78378378378378
PEN2,58.333333333333336
ROV3,58.108108108108105
CR121,57.88288288288288
MC7v,57.88288288288288
CEN7,57.20720720720721
ION3,56.531531531531535
CHI8,55.85585585585585
TAC5,55.85585585585585
BLU4,55.85585585585585
DIG5,55.63063063063063
SUN6,55.4054054054054
NAP7,54.729729729729726
MC13,54.5045045045045
HAM7,54.27927927927928
UKI2,54.054054054054056
LYN4,54.054054054054056
HH3,53.82882882882883
CVB6,53.153153153153156
HEA1,52.47747747747747
SUN7,52.25225225225225
MAD22,51.57657657657657
HAM11,51.57657657657657
HAM24,51.126126126126124
PAY6,50.9009009009009
DRY4,50.9009009009009
CHI4,50.67567567567568
NAP3,50.67567567567568
CD163,50.67567567567568
SON6,50
HAM4,50
HV1,49.32432432432432
WLT1,48.64864864864865
MC8,48.42342342342342
SPRA,47.97297297297297
CR68,47.97297297297297
BLU1,47.97297297297297
ROV1,47.74774774774775
MTR7,47.74774774774775
MAD14,47.74774774774775
ANG2,46.846846846846844
SMAR6,46.62162162162162
CR173,46.62162162162162
OJAI4,46.3963963963964
CHI2,46.3963963963964
PEN6,46.3963963963964
COT4,46.3963963963964
CR122,46.3963963963964
MAD47,45.4954954954955
DUN5,44.81981981981982
MER3,44.81981981981982
MARA,44.81981981981982
ROV4,44.81981981981982
NAP2,43.91891891891892
CR174,43.91891891891892
TIN12,43.91891891891892
CEN2,43.24324324324324
CTW8,42.567567567567565
MAD16,42.567567567567565
MTR5,42.567567567567565
WLT4,41.891891891891895
ALH5,41.21621621621622
ROV7,41.21621621621622
FHL2,40.54054054054054
MF34,40.54054054054054
CHE100x,40.54054054054054
HAT4,39.63963963963964
FHL5,39.63963963963964
NIC10,39.63963963963964
ORO4,39.414414414414416
BEL4,39.414414414414416
CR151,39.414414414414416
HV7,38.73873873873874
CLO3,38.06306306306306
MAD35,37.38738738738739
HAM21,37.38738738738739
MOH8,37.16216216216216
BLU5,36.93693693693694
OAKA,36.26126126126126
DUN7,36.26126126126126
CR157,36.26126126126126
PAT3,35.36036036036036
MAD5,35.36036036036036
LAY9,34.68468468468468
HAM22,34.68468468468468
HAM20,34.68468468468468
ION1,34.68468468468468
ALH1,34.45945945945946
MOD3,34.234234234234236
BS5,34.00900900900901
LAY10,34.00900900900901
CR63,34.00900900900901
CRE5,34.00900900900901
CEN1,33.33333333333333
CD161,33.33333333333333
DUN8,33.33333333333333
MAD24,33.33333333333333
CRE6,33.33333333333333
ANG5,33.108108108108105
FT3,32.88288288288289
CRE7,32.88288288288289
CTW2,32.207207207207205
SUN1,32.207207207207205
MAD32,31.53153153153153
RDD7,31.53153153153153
FOL8,30.855855855855857
MDT4,29.954954954954953
SPRC,29.27927927927928
MAD41,29.27927927927928
MAD20,28.603603603603606
MAD2,28.603603603603606
SUN5,28.603603603603606
UKI1,28.37837837837838
JAS1,28.37837837837838
SON2,27.7027027027027
CTW7,27.47747747747748
PSK4,27.027027027027028
CR123,27.027027027027028
ION5,27.027027027027028
SUN2,27.027027027027028
PAY5,27.027027027027028
SMAR3,26.8018018018018
CLO5,26.8018018018018
PRI5,26.126126126126124
CRE1,25.45045045045045
DUN1,24.774774774774773
HAT2,24.324324324324326
MAD36,24.324324324324326
MOH5,23.64864864864865
NOV3,22.972972972972975
FOL6,22.972972972972975
TAC1,22.972972972972975
MAD33,22.52252252252252
FOL3,21.846846846846844
CLO7,20.945945945945947
MAD19,20.945945945945947
MF38,20.72072072072072
CR158,20.72072072072072
ALH3,20.72072072072072
HH1,20.495495495495494
HEA5,20.27027027027027
FT1,20.27027027027027
FOL7,20.27027027027027
CHE922,20.045045045045047
CR96,20.045045045045047
HAM2,19.81981981981982
JAS4,19.81981981981982
KIN2,19.144144144144143
NAP1,19.144144144144143
BLU6,19.144144144144143
MAD1,19.144144144144143
CVB3,18.91891891891892
MAD21,18.91891891891892
CR62,18.91891891891892
MCL7,18.693693693693696
MAD6,18.693693693693696
ONEC,18.46846846846847
BLU2,18.46846846846847
MAD10,18.01801801801802
NAP6,18.01801801801802
HH8,18.01801801801802
CR98,18.01801801801802
MCL4,18.01801801801802
CRE3,17.117117117117118
CD167,17.117117117117118
BEL5,16.89189189189189
LAY6,16.666666666666664
ALH7,16.666666666666664
HEA2,16.666666666666664
UKI3,16.216216216216218
COT2,16.216216216216218
MOH3,16.216216216216218
FOL5,16.216216216216218
CR171,16.216216216216218
MC11,16.216216216216218
FHL3,16.216216216216218
MRD2C,16.216216216216218
MER8,15.765765765765765
MTR4,15.765765765765765
ANG7,15.090090090090092
CR152,15.090090090090092
CRE2,14.864864864864865
MF37,14.864864864864865
DIA6,14.864864864864865
MAD18,14.864864864864865
RDD6,14.864864864864865
CD168,14.864864864864865
NIC9,14.63963963963964
NAP8,13.963963963963963
BLU7,13.73873873873874
MARC,13.73873873873874
SON5,13.063063063063062
CR154,13.063063063063062
CCNP3,12.837837837837837
HAM6,12.837837837837837
MAD11,12.837837837837837
MOD8,12.612612612612612
MC10,12.612612612612612
MDT6,12.612612612612612
TAC3,12.612612612612612
MAD45,12.387387387387387
RRD4,12.387387387387387
PLA3,11.711711711711711
NOV1,11.036036036036036
SPRB,10.135135135135135
FOL4,10.135135135135135
PEN8,10.135135135135135
ALH8,10.135135135135135
MARD,10.135135135135135
LAY3,9.45945945945946
ROV8,9.234234234234235
CTW6,9.234234234234235
MOD4,9.234234234234235
HAM15,9.234234234234235
BEL3,9.234234234234235
OJAI1,8.558558558558559
OJAI6,8.558558558558559
UKI4,8.558558558558559
PLA2,7.657657657657657
MAD44,7.657657657657657
CR65,7.657657657657657
CR175,7.657657657657657
KIN3,7.4324324324324325
CEN4,7.4324324324324325
HV4A,6.981981981981981
MAD12,6.981981981981981
ONED,6.531531531531531
MC14,6.531531531531531
PLA1,6.081081081081082
MER6,6.081081081081082
FHL8,6.081081081081082
MAD9,5.405405405405405
PLA4,5.18018018018018
LYN6,4.954954954954955
