id,area
CCNP3,68.29242525618903
DRY4,49.54748741064197
CR96,36.28552311863929
PSK4,24.14691692784449
KIN2,12.487234567031729
SMAR4,6.683804627249357
WLT1,4.185301264218051
HH2,2.63760256365109
NIC10,1.753706377434236
CHE100x,0.9965841462126281
NOV3,0.5440715568545973
OJAI4,0.14085994999471776
SCL1,0.09155896749656653
ROV1,0.052822481248019165
SPRB,0.01584674437440575
SON5,0
MF38,NA
RED4,NA
CRE8,NA
CR174,NA
ANG2,NA
HEA2,NA
UCD2,NA
MAD39,NA
SUG3,NA
NAP1,NA
LYN6,NA
CR122,NA
MAD23,NA
MAD35,NA
FHL5,NA
MCL2,NA
DRY3,NA
SUN5,NA
OAKA,NA
CHE922,NA
PLA2,NA
DUN1,NA
CVB3,NA
NIC9,NA
TAC3,NA
CR91,NA
MAD24,NA
MAD22,NA
CR153,NA
MTR7,NA
MARC,NA
MCL4,NA
MF31,NA
CD165,NA
HAM17,NA
NOV4,NA
MAD36,NA
MAD12,NA
LAY3,NA
ISL3,NA
NIC6,NA
CR173,NA
CHI7,NA
FOL6,NA
FOL1,NA
UKI2,NA
ORO2,NA
COT4,NA
MAD13,NA
CR123,NA
DUN8,NA
UKI3,NA
HAM22,NA
MCK2,NA
CD162,NA
MF33,NA
MOD5,NA
RDD7,NA
HH6,NA
PAT1,NA
MCL7,NA
CR97,NA
ROV8,NA
MAD19,NA
CRE1,NA
OKG6,NA
CLO2,NA
CR66,NA
CR94,NA
UKI7,NA
SMAR3,NA
CR158,NA
CR154,NA
MAD29,NA
SUN1,NA
CR61,NA
ROV3,NA
ISL5,NA
HH3,NA
MF32,NA
CR171,NA
MOH5,NA
MAD28,NA
MCK8,NA
MDT4,NA
CRP2,NA
TAC5,NA
LAY2,NA
HH4,NA
CR126,NA
MTR5,NA
BLU6,NA
TAC8,NA
CRE5,NA
RDD6,NA
BS2,NA
HAM11,NA
JAS1,NA
RED1,NA
TIN12,NA
MAD32,NA
ISL6,NA
TAC1,NA
CAS4,NA
MAD5,NA
CR155,NA
SUN8,NA
RED2,NA
COT2,NA
MTR6,NA
MAD2,NA
PEN8,NA
ONED,NA
CTW7,NA
MARB,NA
CR156,NA
HEA8,NA
CD164,NA
CHE102x,NA
HAM2,NA
CRP1,NA
MAD1,NA
MOH2,NA
PLA1,NA
HAM15,NA
SMAR6,NA
MER2,NA
CR63,NA
DAN2,NA
MF35,NA
BLU5,NA
CR65,NA
CLO4,NA
NAP3,NA
LAY5,NA
MAD17,NA
SON6,NA
HAT4,NA
BEL6,NA
SIL1,NA
PAY8,NA
CRP3,NA
FT1,NA
MAD26,NA
HV7,NA
CR127,NA
BLU4,NA
SON7,NA
MF37,NA
MAD10,NA
BLU7,NA
MAD34,NA
BS4,NA
MC10,NA
OAKB,NA
JAS2,NA
LAY6,NA
OJAI6,NA
RDD3,NA
HAM6,NA
FT8,NA
PAT3,NA
CEN2,NA
MAD27,NA
MDT6,NA
MAD18,NA
ISL9,NA
GRV7,NA
MER3,NA
FOL4,NA
MAD3,NA
MAD30,NA
MAD15,NA
HAM5,NA
SON2,NA
PSK2,NA
SMAR1,NA
ION1,NA
DIA5,NA
MC12,NA
OKG5,NA
CEN1,NA
MAD21,NA
JAS5,NA
CR62,NA
MAD47,NA
HAM10,NA
CD161,NA
MAD8,NA
MAD44,NA
CRE7,NA
TIN5,NA
CRE3,NA
HAM20,NA
PAR894,NA
OJAI3,NA
ISL7,NA
FT3,NA
PEN2,NA
LYN2,NA
ALH7,NA
TIN8,NA
MAD20,NA
KIN1,NA
NOV1,NA
DUN7,NA
MAD40,NA
MC10v,NA
HAMm12,NA
OAKH,NA
HH8,NA
MCK5,NA
CHI3,NA
MARG,NA
CR152,NA
MAD45,NA
ALH2,NA
ALH8,NA
MF34,NA
MC7v,NA
MRD3,NA
MCK3,NA
CD167,NA
FHL4,NA
DIA6,NA
SUN3,NA
DIA8,NA
UKI1,NA
MAD4,NA
PEN9,NA
CD168,NA
CR93,NA
ION2,NA
HEA5,NA
CD166,NA
PAY5,NA
MTR4,NA
MC8,NA
BEL3,NA
SUG7,NA
CR125,NA
DIG5,NA
MC13,NA
MARD,NA
RED5,NA
TAC6,NA
ALH4,NA
GRV1,NA
PT5,NA
MAD46,NA
LAY11,NA
CR67,NA
HAM7,NA
CAS2,NA
ORO4,NA
CHI8,NA
MARA,NA
ANG5,NA
ION5,NA
PEN7,NA
KIN3,NA
MAD16,NA
HV5,NA
HAM4,NA
CLO5,NA
MCK4,NA
HAM24,NA
PT3,NA
NAP8,NA
MC14,NA
ISL1,NA
HAM21,NA
SPRC,NA
MAD42,NA
ALH1,NA
FHL2,NA
ANG7,NA
CR95,NA
CR175,NA
ONEC,NA
CEN4,NA
CHI2,NA
PAY4,NA
CRE4,NA
OKG4,NA
BS3,NA
MER7,NA
CR68,NA
OJAI1,NA
SUG6,NA
ALH3,NA
SW664,NA
CRP5,NA
HAT3,NA
FHL8,NA
CRE2,NA
NAP7,NA
SUN7,NA
SUN6,NA
LAY9,NA
MC11,NA
ION4,NA
PT1,NA
CEN7,NA
HAM9,NA
SON1,NA
PO1,NA
HV4A,NA
MOD8,NA
BEL5,NA
TAC7,NA
ION3,NA
LAY7,NA
MTR3,NA
CR124,NA
RRD4,NA
ROV2,NA
CTW2,NA
ROV4,NA
LYN4,NA
HH5,NA
MAD9,NA
ROV5,NA
RED7,NA
CAS7,NA
MAD38,NA
CR172,NA
RDD5,NA
PRI5,NA
SUN2,NA
FHL3,NA
CR157,NA
PEN6,NA
TIN1,NA
CTW6,NA
HAM8,NA
UCD3,NA
FOL8,NA
WLT4,NA
ALH6,NA
MER8,NA
MAD7,NA
MER6,NA
MOH3,NA
MOD3,NA
LYN1,NA
PLA3,NA
ROV6,NA
CVB6,NA
CR98,NA
MER5,NA
BLU3,NA
MRD5,NA
PEN10,NA
FOL7,NA
HV1,NA
CR121,NA
CD163,NA
NAP6,NA
HAM3,NA
HAT2,NA
HAM16,NA
BEL4,NA
PO6,NA
CTW8,NA
MOH6,NA
JAS4,NA
MOD4,NA
CLO7,NA
FOL5,NA
CR64,NA
BLU1,NA
BS1,NA
COT1,NA
FOL3,NA
OKG2,NA
MAD37,NA
DUN5,NA
HAM18,NA
UKI4,NA
COT5,NA
MAD33,NA
MAD14,NA
HAM14,NA
HAM19,NA
CAS9,NA
HAM13,NA
LAY10,NA
ALH5,NA
MF36,NA
MAD11,NA
NAP2,NA
CAS5,NA
CRE6,NA
TIN6,NA
MAD6,NA
TIN10,NA
PLA4,NA
BLU2,NA
CHI4,NA
HAM1,NA
CLO3,NA
NAP4,NA
MRD2C,NA
OAKG,NA
HEA1,NA
CR151,NA
DIA1,NA
SPRA,NA
OKG3,NA
FT9,NA
MAD41,NA
HH1,NA
MAD43,NA
BS5,NA
CR128,NA
ROV7,NA
PAY6,NA
MOH8,NA
LAY4,NA
