siteID_1,areaCoverage_1,siteID_2,areaCoverage_2,siteID_3,areaCoverage_3,siteID_4,areaCoverage_4,siteID_5,areaCoverage_5,siteID_6,areaCoverage_6,siteID_7,areaCoverage_7,siteID_8,areaCoverage_8,siteID_9,areaCoverage_9,siteID_10,areaCoverage_10
MAD1,0.0313,OAKA,0.0313,OAKA,0.0313,ONED,0.0313,MAD2,0.0313,OAKA,0.0313,MAD2,0.0313,ONED,0.0313,MAD3,0.0313,MAD3,0.0313
