id,area,area_removed
TBR1,98.00388956403508,312868868.348847
SWC18,96.00777932585083,312868868.341415
RGR15,94.01166923440708,312868868.320269
KLM23,92.01555871550187,312868868.302635
LCC2,90.01944847731762,312868868.301472
BSR132,88.02333823913338,312868868.291969
NFE1,86.02722799456912,312868868.284396
NOF1,84.03111775638486,312868868.273678
MIF1,82.03500751820062,312868868.2704
LMC22,80.03889728001636,312868868.268347
IHR8,78.0427867738712,312868868.267643
KAP1,76.04667653568696,312868868.246009
LOR29,74.05056629750271,312868868.244036
SCS2,72.05445605293843,312868868.239121
CLC4,70.05834571267383,312868868.222485
FRC2,68.06223547448958,312868868.192435
EAF2,66.07110054966478,312089040.532902
CAC1,64.09157258819144,310269774.295924
TRR3,62.114268274900454,309921241.259498
16_MFM_200_N1,60.14451866041388,308737141.319793
ASK5,58.182676547184265,307497707.532182
MIY3,56.247649506614195,303294732.325146
MED1,54.32904443194406,300720765.042443
TAR3,52.46742145127321,291789432.227596
CDR4,50.613308694273904,290612283.531851
FEV11,48.91430512912264,266302979.665866
16_FPA_44_N1,47.22106650712464,265396990.989184
HOC25,45.533208138477804,264553693.468482
M2L4,43.900147267762094,255964774.529731
THR21,42.272524364075906,255112431.123035
16_ICY_903_N1,40.6562141197097,253348992.52868
OZF10,39.04933856882918,251860558.738284
WMO2,37.46306772622408,248630939.105341
FHS2,35.887960850147934,246881107.656773
CAN68,34.34712584409928,241507832.63209
SHC2,32.851593332148795,234408678.443958
CVG19,31.375265898403406,231398524.364086
HAM102,29.909190815373872,229791543.047642
PCL20,28.472484217379606,225188347.903217
STB7,27.11411386369576,212909981.583135
16_AKC_41_N1,25.792499632977435,207148854.404608
16_OSO_2_N1,24.47476214602292,206541216.045333
16_SZA_88_N1,23.218658867276325,196880553.176094
13_VFC_4_N1,22.03891237361704,184912607.896637
WKY3,20.873261453802215,182703277.207939
03_V153408_N3,19.72612359673413,179801554.725196
MUG1,18.590960779242536,177924592.33967
16_CTA_27_N1,17.46829574842404,175965700.375995
WPV2,16.397334798105042,167861641.147423
HEC20,15.37887036528904,159633377.897859
16_AMS_38_N1,14.362925907153826,159238396.308501
AWP26,13.366744236840479,156140790.571559
SKZ6,12.370913231672315,156085828.550918
TSG25,11.398554709975706,152406767.810422
GEI12,10.434944027744166,151035633.989098
MCB4,9.52987772186124,141859435.497944
ORO55,8.63454064317627,140334482.639347
16_ZEN_4_N1,7.7486553117756,138857629.659176
16_VAL_13_N1,6.9759744991626045,121180103.467485
OSW13,6.3050901519294404,105153925.314167
IM6,5.692652738969999,95993006.220709
16_KCG_10_N1,5.1174183886521405,90161815.056808
SWB38,4.548729921691543,89135814.727899
16_DCR_10_N1,3.982291854345246,88783092.910471
16_SDP_6_N1,3.4251707563200346,87322755.536847
16_ANT_106_N1,2.947403548002747,74884839.132942
KIC3,2.514067207947974,67920821.730901
FGP3,2.1450234079374275,57843656.888797
WTB16,1.843155267119976,47314593.762642
16_DHS_24_N1,1.6010222189034595,37951911.900284
16_KFC_19_N1,1.3704448195220489,36140500.674526
RFA12,1.166346948306974,31990152.037084
