id,area
CAC2,96.15061972292403
NFE1,92.31414516953653
KLM25,88.58687289351289
LCC1,85.29938797087277
KAP1,82.0387072435856
LMC22,78.82071467926795
FEV11,75.63846104208754
EAF3,72.5028665597808
CLC3,69.54795220911242
FRC1,66.59800159832425
RGR15,63.77313723251646
MIY2,61.077330103593255
PCL20,58.453993576920595
SWC24,55.93588833570765
MED3,53.419272216458765
M2L4,50.92548930065869
ASK6,48.46794168598389
BSR131,46.07790093367947
16_ANT_106_N1,43.72657735244042
TAR3,41.52714421153474
WPV2,39.38380133127504
LOR29,37.248400434823616
HAM102,35.18249189669464
16_OSO_3_N1,33.302723604072256
STB18,31.435364661150295
NOF1,29.610197507209833
CAN68,27.803396190826017
13_VFC_4_N2,26.037793915447654
WMO2,24.362531705888486
FHS3,22.69421873216156
RFA3,21.21800249179742
16_FPA_44_N1,19.762137584942
16_PTR_6_N1,18.38221789825326
16_CTA_26_N1,17.053424732330328
ORO24,15.747961143844218
SKZ27,14.61076833729605
SGR5,13.518745563657482
KIC1,12.503660758161631
16_AKC_41_N1,11.540695221407617
OSW13,10.613468611790868
AWP27,9.707089709670855
16_VAL_15_N1,8.918351442710996
THR21,8.179250574552892
BEL4,7.512620308645346
16_DCR_9_N1,6.855421148510134
WKY1,6.212120460039412
TSG24,5.655685219471759
SHC1,5.123075930328947
03_V153408_N1,4.59344488511424
CVG19,4.099552767036796
16_SZA_86_N1,3.6533125518090346
MIF1,3.2080650845573087
NKL15,2.777212462958091
16_SDP_32_N1,2.3677039228436274
SCS2,2.0113073994470394
TBR1,1.6633492338467493
16_VCC_4_N1,1.374459572820546
HOC25,1.0930155216146054
16_AMS_38_N1,0.8587269992703304
SWB36,0.6636520219794402
TRR2,0.5003449799216722
FGP3,0.341505303756062
HEC23,0.19408222931485497
MUG1,0.1260789929564531
GEI11,0.09580017968738366
IHR8,0.06800323635840187
16_ICY_901_N1,0.04070266701743762
CAT11,0.027300569340964257
BCB21,0.016876715592596087
16_ALP_110_N1,0.008934731784315576
16_VPT_5_N1,0.003970991904140255
OPB29,0.0019854959520701275
CDR4,4.963739880175319e-4
16_VAT_3_N1,4.963739880175319e-4
16_MFM_200_N1,0
