siteID_1,areaCoverage_1,siteID_2,areaCoverage_2,siteID_3,areaCoverage_3,siteID_4,areaCoverage_4,siteID_5,areaCoverage_5,siteID_6,areaCoverage_6,siteID_7,areaCoverage_7,siteID_8,areaCoverage_8,siteID_9,areaCoverage_9,siteID_10,areaCoverage_10
NFE1,50.4131,NFE1,50.4131,NFE1,50.4131,NFE3,50.4131,NFE2,50.4131,NFE1,50.4131,NFE2,50.4131,NFE3,50.4131,NFE3,50.4131,NFE3,50.4131
AWP26,36.4761,AWP27,36.4761,AWP26,36.4761,AWP26,36.4761,AWP26,36.4761,AWP27,36.4761,AWP27,36.4761,AWP27,36.4761,AWP26,36.4761,AWP27,36.4761
MUG3,24.5901,MUG1,24.5901,MUG1,24.5901,MUG3,24.5901,MUG3,24.5901,MUG1,24.5901,MUG1,24.5901,MUG1,24.5901,MUG3,24.5901,MUG3,24.5901
16_CTA_26_N1,14.1036,16_CTA_28_N1,14.1036,16_CTA_26_N1,14.1036,16_CTA_28_N1,14.1036,16_CTA_28_N1,14.1036,16_CTA_26_N1,14.1036,16_CTA_27_N1,14.1036,16_CTA_27_N1,14.1036,16_CTA_26_N1,14.1036,16_CTA_27_N1,14.1036
PCL20,9.3533,PCL20,9.3533,PCL3,9.3533,PCL3,9.3533,PCL20,9.3533,PCL3,9.3533,PCL3,9.3533,PCL3,9.3533,PCL20,9.3533,PCL20,9.3533
16_ICY_903_N1,5.0151,16_ICY_904_N1,5.0151,16_ICY_901_N1,5.0151,16_ICY_904_N1,5.0151,16_ICY_901_N1,5.0151,16_ICY_904_N1,5.0151,16_ICY_904_N1,5.0151,16_ICY_901_N1,5.0151,16_ICY_903_N1,5.0151,16_ICY_901_N1,5.0151
03_V153408_N2,1.3868,03_V153408_N3,1.3868,03_V153408_N1,1.3868,03_V153408_N1,1.3868,03_V153408_N3,1.3868,03_V153408_N3,1.3868,03_V153408_N3,1.3868,03_V153408_N3,1.3868,03_V153408_N3,1.3868,03_V153408_N3,1.3868
