siteID_1,areaCoverage_1,siteID_10...3,areaCoverage_10...4,siteID_2,areaCoverage_2,siteID_10...7,areaCoverage_10...8,siteID_3,areaCoverage_3,siteID_4,areaCoverage_4,siteID_10...13,areaCoverage_10...14,siteID_5,areaCoverage_5,siteID_10...17,areaCoverage_10...18,siteID_6,areaCoverage_6,siteID_10...21,areaCoverage_10...22,siteID_7,areaCoverage_7,siteID_10...25,areaCoverage_10...26,siteID_8,areaCoverage_8,siteID_10...29,areaCoverage_10...30,siteID_9,areaCoverage_9,siteID_10...33,areaCoverage_10...34,siteID_10...35,areaCoverage_10...36
MIY3,51.2394,NA,NA,WKY2,50.8634,NA,NA,WKY2,50.8634,MIY2,51.2394,NA,NA,NFE2,50.4131,NA,NA,WKY2,50.8634,NA,NA,M2L4,51.6403,NA,NA,WKY1,50.8634,NA,NA,WKY2,50.8634,NA,NA,MIY3,51.2394
HOC25,34.4683,NA,NA,HAM6,37.3481,NA,NA,HOC17,37.4927,HAM19,34.3354,NA,NA,HOC25,37.1029,NA,NA,HOC17,37.4927,NA,NA,SKZ38,37.7702,NA,NA,HAM102,37.3481,NA,NA,HAM6,37.3481,NA,NA,OSW25,35.2723
MUG1,25.217,NA,NA,KIC3,25.0925,NA,NA,KIC2,25.2371,16_CTA_26_N1,23.8489,NA,NA,FGP3,25.2817,NA,NA,KIC1,25.2371,NA,NA,SHC1,24.6464,NA,NA,MUG1,25.0724,NA,NA,KIC1,25.0925,NA,NA,MUG1,26.021
16_CTA_28_N1,14.7304,NA,NA,03_V153408_N3,15.8565,NA,NA,16_DCR_9_N1,14.752,FRC1,14.6092,NA,NA,16_VCC_N1,16.5881,NA,NA,16_DCR_9_N1,14.752,NA,NA,16_CTA_27_N1,14.1599,NA,NA,03_V153408_N2,15.8363,NA,NA,16_CTA_26_N1,14.606,NA,NA,03_V153408_N3,16.785
PCL3,9.2933,NA,NA,16_OSO_4_N1,9.8361,NA,NA,16_ICY_904_N1,10.4138,TSG21,9.5127,NA,NA,TSG25,11.347,NA,NA,TSG21,9.5109,NA,NA,16_PTR_5_A3,9.8283,NA,NA,16_ANT_107_N1,10.1745,NA,NA,TSG21,9.5095,NA,NA,02_V142998_7_N1,10.9308
16_PTR_5_N2,4.9617000000000004,NA,NA,PCL20,4.9625,NA,NA,03_V153408_N3,5.9962,16_PTR_5_N1,5.1811,NA,NA,16_PTR_8_N1,7.0154,NA,NA,16_DHS_22_A2,5.1884,NA,NA,03_V153408_N1,5.7811,NA,NA,16_ICY_904_N1,5.8363,NA,NA,16_PTR_6_N1,5.1779,NA,NA,16_ICY_904_N1,6.7737
NA,NA,NA,NA,NA,NA,NA,NA,13_VFC_4_N2,5.0454,16_VAL_13_N1,4.2228,NA,NA,16_KCG_61_N1,4.0595,NA,NA,03_V153408_N2,0.9938,NA,NA,00_ATT_N3,4.839,NA,NA,PCL20,0.9627,NA,NA,03_V153408_N2,1.3536,NA,NA,TSG25,1.1687
NA,NA,NA,NA,NA,NA,NA,NA,TSG25,0.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
