id,area,area_removed
199D28,92.22931476954189,30969269700.65136
25D21,84.96641360536813,28945572299.491657
207D30,78.34320855541715,26396070900.775978
231D36,72.05610211224828,25056656404.103935
233D14,66.04571944192163,23953851158.93506
188D24,60.169127470482394,23420532700.473057
213D27,54.32546127482048,23289389772.126373
39D30,48.7301890645515,22299507530.062473
36D19,43.185434209021025,22097946664.193485
277D21,38.17755109943555,19958185304.119366
256D13,34.46377695484834,14800858549.148273
35D21,31.33600101547452,12465600880.048986
148D15,28.28901811097793,12143397093.377209
52D21,25.364170870171087,11656579235.028975
177D16,22.75257956591542,10408203388.530052
225D33,20.153948350179522,10356718224.768671
105D30,17.690775055883723,9816949782.788963
58D14,15.805961909041704,7511701350.903733
98D13,13.975472328649255,7295252480.713562
209D14,12.21753369213125,7006020214.456958
157D16,10.722281032622938,5958978268.108931
132D27,9.445186953156611,5089781465.750029
229D25,8.371034158708683,4280896619.2691174
107D30,7.334159567408186,4132377528.9849734
234D37,6.48370637878343,3389420658.6253595
44D18,5.703885054233888,3107999332.5118957
258D28,4.995393846485254,2823608315.0357294
59D21,4.37059589869099,2490007195.084359
235D29,3.7471307294398426,2484743374.134274
116D20,3.1538818389611145,2364337519.526739
253D30,2.6881112393771103,1856397886.4768744
176D21,2.336064273054336,1403090083.7571461
69D14,2.048728270906869,1145110084.0223668
266D29,1.7660212914413653,1126711710.3096895
243D30,1.4887703871138098,1104879781.5711694
125D20,1.2298011117762067,1032122714.774634
184D29,1.0691275682809511,640320975.423811
50D15,0.9179623027146705,602512293.991365
43D22,0.8064267377932289,444485939.479684
245D29,0.7001361116797227,423601160.415296
242D28,0.5983343967200553,405780822.360303
164D16,0.49881575821186536,396670214.092097
136D25,0.418131867555332,321557299.10799
154D27,0.3511693838887155,266888446.963402
27D14,0.2999012132736033,204323990.029504
247D16,0.25264119236771065,188349924.195188
239D27,0.21389678029097695,154441933.924058
170D27,0.17869195526495144,140348985.452682
75D14,0.1444736769868682,136376317.72465
203D15,0.11126134478102064,132364314.407932
64D30,0.08197552473681434,116715812.884514
60D19,0.061752235760443426,80594916.300759
254D29,0.04244676310658332,76939964.156998
134D28,0.0278154418936456,58272710.522296
5D15,0.015240098275158633,50117731.269617
72D27,0.006706780041373026,34025466.790067
276D23,0.0036919071506677412,12015464.226345
206D24,8.650120412647943e-4,11266298.285814
42D19,2.6111253634190706e-4,2406778.439567
238D32,9.375428413469912e-5,666989.095976
183D27,0,373648.382358
147D34,NA,NA
69D21,NA,NA
254D28,NA,NA
245D35,NA,NA
72D30,NA,NA
53D20,NA,NA
156D13,NA,NA
269D17,NA,NA
37D22,NA,NA
229D24,NA,NA
167D31,NA,NA
167D36,NA,NA
148D16,NA,NA
37D17,NA,NA
177D14,NA,NA
70D28,NA,NA
59D23,NA,NA
127D16,NA,NA
124D33,NA,NA
250D21,NA,NA
155D29,NA,NA
70D32,NA,NA
69D17,NA,NA
6D26,NA,NA
51D17,NA,NA
19D16,NA,NA
258D38,NA,NA
193D19,NA,NA
98D16,NA,NA
132D29,NA,NA
52D19,NA,NA
149D27,NA,NA
37D24,NA,NA
49D22,NA,NA
250D22,NA,NA
125D26,NA,NA
231D27,NA,NA
17D22,NA,NA
37D16,NA,NA
41D15,NA,NA
90D17,NA,NA
268D14,NA,NA
149D30,NA,NA
36D14,NA,NA
37D19,NA,NA
250D24,NA,NA
112D38,NA,NA
223D27,NA,NA
36D23,NA,NA
44D27,NA,NA
5D21,NA,NA
53D13,NA,NA
68D37,NA,NA
264D16,NA,NA
269D15,NA,NA
76D21,NA,NA
107D31,NA,NA
269D23,NA,NA
37D23,NA,NA
72D37,NA,NA
164D15,NA,NA
206D21,NA,NA
49D15,NA,NA
18D22,NA,NA
199D30,NA,NA
164D13,NA,NA
146D30,NA,NA
5D18,NA,NA
27D16,NA,NA
149D21,NA,NA
247D21,NA,NA
245D27,NA,NA
109D13,NA,NA
225D37,NA,NA
48D20,NA,NA
268D15,NA,NA
98D18,NA,NA
110D31,NA,NA
112D31,NA,NA
17D24,NA,NA
157D13,NA,NA
147D28,NA,NA
41D14,NA,NA
225D36,NA,NA
147D30,NA,NA
232D29,NA,NA
207D27,NA,NA
116D13,NA,NA
120D16,NA,NA
238D33,NA,NA
52D13,NA,NA
59D17,NA,NA
78D20,NA,NA
75D20,NA,NA
37D14,NA,NA
149D22,NA,NA
277D14,NA,NA
70D33,NA,NA
125D24,NA,NA
149D28,NA,NA
110D29,NA,NA
48D13,NA,NA
245D28,NA,NA
247D17,NA,NA
238D28,NA,NA
19D18,NA,NA
239D28,NA,NA
60D13,NA,NA
112D28,NA,NA
234D30,NA,NA
229D28,NA,NA
43D18,NA,NA
75D15,NA,NA
72D33,NA,NA
59D13,NA,NA
254D34,NA,NA
235D30,NA,NA
193D24,NA,NA
136D20,NA,NA
51D20,NA,NA
107D35,NA,NA
125D27,NA,NA
58D20,NA,NA
44D13,NA,NA
243D27,NA,NA
245D30,NA,NA
125D21,NA,NA
150D34,NA,NA
258D32,NA,NA
253D31,NA,NA
238D38,NA,NA
277D23,NA,NA
107D34,NA,NA
3D18,NA,NA
238D31,NA,NA
264D19,NA,NA
58D19,NA,NA
35D17,NA,NA
253D37,NA,NA
250D23,NA,NA
206D16,NA,NA
112D30,NA,NA
48D17,NA,NA
120D15,NA,NA
247D19,NA,NA
266D38,NA,NA
176D18,NA,NA
176D24,NA,NA
254D37,NA,NA
43D19,NA,NA
203D14,NA,NA
50D13,NA,NA
113D30,NA,NA
18D14,NA,NA
116D19,NA,NA
148D14,NA,NA
58D17,NA,NA
264D20,NA,NA
18D19,NA,NA
6D15,NA,NA
110D30,NA,NA
188D16,NA,NA
245D31,NA,NA
120D13,NA,NA
116D23,NA,NA
50D24,NA,NA
19D21,NA,NA
109D14,NA,NA
17D21,NA,NA
125D17,NA,NA
193D13,NA,NA
50D19,NA,NA
108D36,NA,NA
52D20,NA,NA
147D38,NA,NA
225D28,NA,NA
124D32,NA,NA
18D27,NA,NA
70D34,NA,NA
78D19,NA,NA
5D19,NA,NA
202D34,NA,NA
6D14,NA,NA
41D18,NA,NA
136D26,NA,NA
254D36,NA,NA
155D30,NA,NA
238D29,NA,NA
188D15,NA,NA
5D20,NA,NA
68D28,NA,NA
68D34,NA,NA
134D29,NA,NA
258D34,NA,NA
250D14,NA,NA
233D15,NA,NA
75D18,NA,NA
5D14,NA,NA
51D19,NA,NA
193D16,NA,NA
229D26,NA,NA
176D20,NA,NA
50D23,NA,NA
68D36,NA,NA
134D27,NA,NA
49D20,NA,NA
17D15,NA,NA
19D23,NA,NA
25D18,NA,NA
35D13,NA,NA
199D38,NA,NA
76D19,NA,NA
35D24,NA,NA
59D19,NA,NA
116D17,NA,NA
276D19,NA,NA
170D29,NA,NA
60D21,NA,NA
238D34,NA,NA
17D18,NA,NA
112D37,NA,NA
206D23,NA,NA
110D33,NA,NA
167D38,NA,NA
250D18,NA,NA
206D19,NA,NA
60D24,NA,NA
250D15,NA,NA
239D29,NA,NA
269D18,NA,NA
35D16,NA,NA
18D18,NA,NA
25D15,NA,NA
193D17,NA,NA
206D20,NA,NA
72D36,NA,NA
167D29,NA,NA
277D20,NA,NA
110D34,NA,NA
110D35,NA,NA
124D31,NA,NA
43D20,NA,NA
17D23,NA,NA
42D23,NA,NA
213D29,NA,NA
59D15,NA,NA
19D19,NA,NA
25D22,NA,NA
72D28,NA,NA
127D14,NA,NA
51D22,NA,NA
70D36,NA,NA
5D13,NA,NA
184D28,NA,NA
276D16,NA,NA
235D27,NA,NA
229D30,NA,NA
