id,area,area_removed
254D33,98.38075519911419,1955428407.4566612
277D20,96.76151180098977,1955428407.2288694
37D19,95.14226737191025,1955428407.2065687
243D27,93.52302147796361,1955428406.889492
25D22,91.90377729979123,1955428406.8493328
90D23,90.28453312989963,1955428406.7863626
150D32,88.66528760693122,1955428406.6606169
68D29,87.04604400344384,1955428406.551425
75D24,85.42679939549983,1955428406.4013824
39D28,83.80755442485835,1955428406.1005
98D19,82.1883105903377,1955428405.5337067
213D29,80.56906592360025,1955428404.4804268
3D22,78.9505437742076,1954555964.814208
108D31,77.33260582276523,1953852125.9412043
256D14,75.72122435321897,1945932703.424993
42D20,74.11335884216378,1941688843.2088087
233D16,72.50869389766396,1937822379.5968342
53D16,70.9203295597237,1918137473.1817274
199D36,69.33302542702046,1916856708.1350093
51D18,67.75920917383158,1900569281.0601387
266D33,66.18763661926886,1897859930.420071
207D29,64.64080229427772,1867984798.4082594
113D28,63.100547537952224,1860039323.110227
241D16,61.56834202936315,1850319919.1478968
247D15,60.08644798729813,1789562019.952734
147D34,58.62286202838174,1767452970.4955583
17D21,57.16372333482389,1762082578.700683
231D38,55.71727769497789,1746752993.1978135
229D25,54.278253697154135,1737791708.3181615
209D16,52.84143108739382,1735133741.8363447
203D15,51.406330141175275,1733052522.85675
120D13,49.98080314164299,1721493683.2924986
264D23,48.556949608294765,1719470531.0522318
250D20,47.186892410661976,1654506246.0601833
253D36,45.82775482772349,1641319637.1141155
269D13,44.48138722927691,1625897838.638358
105D27,43.19099482347894,1558301183.575663
52D24,41.90328157020928,1555065791.1480079
268D20,40.618648647632476,1551343343.3708906
123D29,39.347218759544006,1535401703.3012118
258D34,38.092833705038366,1514815724.7163758
49D16,36.89244431085781,1449611909.6851294
184D29,35.71943856460152,1416542524.77867
44D22,34.59796644694117,1354309991.7357955
59D19,33.48497247669484,1344070920.9901733
18D24,32.40281059896837,1306793637.4222097
234D37,31.324099225263467,1302671859.2111964
125D22,30.266207592225797,1277528343.2291887
225D37,29.220414303348115,1262920319.3809686
193D15,28.182608226036663,1253274866.071585
183D29,27.16734749706204,1226046410.5086627
60D21,26.165562552718136,1209774305.5575194
70D36,25.174370396226113,1196979775.9084442
5D17,24.18546121236687,1194224687.442233
27D14,23.21835566800143,1167893140.861368
245D27,22.270782717281133,1144306009.5670455
176D21,21.326287462314657,1140598774.9941237
136D23,20.390487382816815,1130089084.1906912
232D27,19.462729578652272,1120375788.388506
36D18,18.537856578129233,1116893345.8890805
173D29,17.655541502469653,1065514280.455322
41D18,16.80398205392879,1028358576.18543
154D27,15.981906829700792,992743270.989994
19D18,15.162050740041167,990072210.988706
69D21,14.381868253543947,942162466.405506
58D24,13.628694972908562,909545662.69626
188D23,12.88979707077022,892306666.931871
242D29,12.155751322765262,886446907.857272
43D16,11.427263388259517,879735192.482763
239D30,10.699891425794728,878387657.103303
78D21,9.975653734090226,874602115.013724
148D23,9.25315495310238,872502582.864911
107D37,8.570230854928553,824711479.687092
127D16,7.895891216754994,814344731.320626
6D13,7.262018171701022,765476541.512514
223D29,6.629796299358774,763488317.294258
164D13,6.044472787104556,706847249.141162
64D30,5.4817316398575695,679576376.455162
116D19,4.92985043612083,666461713.010459
72D36,4.415932004899944,620617183.619229
132D29,3.916016121710296,603714361.410147
238D32,3.424275413488573,593837185.697015
155D29,2.9428381880733117,581392291.978134
157D15,2.47621526568535,563502271.240002
177D15,2.0302989074532563,538475092.382245
124D28,1.749617779874079,338955601.687175
146D30,1.4884155203444147,315432568.107802
149D29,1.2507916509990735,286958877.650773
76D13,1.0779471709950583,208730117.4494
156D13,0.9405172414475839,165962865.316063
206D23,0.8061999789756772,162203953.027681
276D17,0.6791505590716005,153427175.121321
50D18,0.5603540332442377,143460831.220641
170D30,0.4639320774211514,116440895.582053
202D36,0.3699790238769425,113458983.704126
134D28,0.28708442942200446,100105010.852654
112D33,0.22028161225624465,80672289.050143
235D29,0.15764267946205135,75643906.432228
110D34,0.10211651951209848,67054394.432992
35D18,0.058823163452662856,52281838.785787
167D29,0.02559106709309656,40131679.680185
109D13,0.004513635680532519,25453487.62276
227D27,0,5450747.558293
269D23,NA,NA
229D31,NA,NA
110D35,NA,NA
41D20,NA,NA
148D16,NA,NA
266D34,NA,NA
3D13,NA,NA
149D31,NA,NA
242D30,NA,NA
48D16,NA,NA
225D38,NA,NA
50D17,NA,NA
268D22,NA,NA
48D19,NA,NA
37D17,NA,NA
176D16,NA,NA
149D28,NA,NA
184D28,NA,NA
229D26,NA,NA
177D14,NA,NA
