id,area,area_removed
9920,99.61164984608392,313124581.577874
9770,99.22330023911438,313123852.722802
139,98.83495223701749,313122883.246922
6959,98.44660578894334,313121665.887122
9803,98.05826658263996,313115833.172926
15591,97.66993528163664,313109381.097516
6975,97.2816068952011,313107080.764309
9995,96.89329294517792,313095404.777592
7071,96.50498518147992,313090418.570188
7307,96.11667797465039,313089951.286896
7217,95.7283767296623,313085182.93112
7213,95.34007687250458,313084014.457939
9914,94.95181359751345,313054489.97045
8343,94.56355763002591,313048639.381409
9915,94.17530612988868,313044982.127827
88,93.78705930794278,313041324.381428
7096,93.3988194449926,313035756.405489
9911,93.01059424541899,313023760.85602
7158,92.62238363604772,313012046.476665
9917,92.23420120620611,312989338.828488
9971,91.8460347357936,312976367.997984
10005,91.45790510675818,312946823.561812
9739,91.06978464930948,312939490.338804
6958,90.68166485290958,312938756.828669
9737,90.29354973470102,312935090.090524
9741,89.9054446078789,312927022.429886
9738,89.5173640552041,312907217.719504
9645,89.12931982424517,312877874.419412
9743,88.7412783937518,312875673.756198
6897,88.35324976255187,312865403.635747
10018,87.96523566698363,312853667.312252
9754,87.57723795004614,312840465.076026
7130,87.18924155024524,312839342.834182
9747,86.80126918508655,312819932.049337
10017,86.41330052576981,312816999.236789
9748,86.0253419148906,312808934.713708
9932,85.637393198659,312800871.208144
9928,85.24944453327728,312800871.206901
8337,84.86150697177874,312792076.273499
9929,84.47357645113182,312786213.83286
9930,84.08564686438683,312785481.087495
9933,83.6977326938451,312773026.356293
9749,83.30983673749168,312758379.007479
9585,82.92195346012828,312748129.330579
9875,82.53407203072487,312746665.366339
9590,82.14619135662862,312745933.411309
9565,81.75834719276494,312716670.234411
9591,81.37051296075612,312708628.425473
9581,80.98268058786945,312707166.559291
9599,80.59485170130199,312704243.084742
9721,80.20703013588074,312698397.354768
9949,79.81921124814114,312696205.37647
9524,79.43140783489613,312683789.002428
9828,79.04360621007955,312682328.723621
9713,78.65580545343208,312681598.768764
9826,78.26800480592588,312681598.618645
9819,77.88021671214528,312671379.774069
9712,77.49243137046082,312669190.810576
9597,77.1046468522968,312668461.038153
9551,76.71686515692268,312666272.271965
9844,76.32908430739333,312665542.72588
9532,75.94130710541458,312662624.850663
9549,75.5535299530455,312662624.848824
9517,75.1657563924161,312659707.415758
9578,74.77798818715002,312655332.075137
9588,74.3902218831743,312653873.84292
9592,74.00245638163493,312653144.781648
9883,73.61469099047704,312653144.776138
9594,73.22693101421405,312648770.964507
9596,72.83917907967768,312642212.22068
9519,72.45142802447259,312641483.605923
9891,72.06367782007327,312640755.032795
9870,71.67592948471805,312639297.973605
9866,71.28818314119086,312637841.038695
9598,70.90043746491365,312637112.623796
